customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9764-XXXXX,Female,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,46.09,2673.22,Yes
5521-XXXXX,Male,1,No,Yes,35,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,35.92,1257.2,No
4058-XXXXX,Male,1,Yes,Yes,31,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer,35.96,1114.76,No
7307-XXXXX,Male,0,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,68.67,4188.87,No
8475-XXXXX,Female,0,No,Yes,57,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,31.52,1796.64,No
8674-XXXXX,Male,0,Yes,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,112.78,2255.6,No
1603-XXXXX,Female,1,Yes,Yes,65,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer,26.77,1740.05,No
4805-XXXXX,Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,91.03,4096.35,Yes
5525-XXXXX,Male,1,Yes,Yes,1,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,65.11,65.11,No
6850-XXXXX,Male,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,45.74,1555.16,No
4697-XXXXX,Female,1,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,89.38,3307.06,No
7403-XXXXX,Female,0,Yes,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,33.92,407.04,No
9038-XXXXX,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,30.61,1683.55,No
9411-XXXXX,Male,1,Yes,No,9,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,116.75,1050.75,No
9656-XXXXX,Male,1,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,58.16,1628.48,No
7451-XXXXX,Male,1,Yes,No,37,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card,42.43,1569.91,No
9216-XXXXX,Male,1,No,Yes,15,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.12,1411.8,Yes
1522-XXXXX,Male,1,No,Yes,39,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer,20.01,780.39,No
6063-XXXXX,Male,1,No,No,16,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,67.7,1083.2,No
4482-XXXXX,Male,1,Yes,Yes,8,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.98,279.84,No
4810-XXXXX,Male,0,Yes,No,37,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,72.75,2691.75,Yes
9488-XXXXX,Female,1,Yes,Yes,25,Yes,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer,38.03,950.75,No
7293-XXXXX,Male,0,No,No,7,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,81.72,572.04,Yes
5734-XXXXX,Female,1,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card,78.72,1968.0,No
2043-XXXXX,Male,1,Yes,No,35,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,33.82,1183.7,No
5731-XXXXX,Female,0,Yes,Yes,70,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,23.21,1624.7,No
5658-XXXXX,Female,0,No,No,35,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,118.62,4151.7,No
9709-XXXXX,Male,1,No,No,72,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,98.53,7094.16,No
5798-XXXXX,Male,0,No,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,37.88,1742.48,No
5339-XXXXX,Female,1,No,Yes,66,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,74.75,4933.5,No
1692-XXXXX,Female,0,Yes,Yes,50,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer,69.61,3480.5,No
5419-XXXXX,Female,1,No,No,25,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,106.77,2669.25,No
9634-XXXXX,Female,1,Yes,Yes,34,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,30.63,1041.42,No
7949-XXXXX,Female,0,Yes,Yes,22,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,116.95,2572.9,Yes
3428-XXXXX,Female,0,No,No,65,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,87.44,5683.6,No
7915-XXXXX,Female,0,Yes,No,24,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer,36.01,864.24,No
6842-XXXXX,Male,0,No,Yes,58,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,46.4,2691.2,No
1909-XXXXX,Female,1,Yes,Yes,16,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer,52.27,836.32,No
2125-XXXXX,Male,1,Yes,Yes,56,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,27.3,1528.8,No
8109-XXXXX,Male,1,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,37.08,1928.16,Yes
5156-XXXXX,Male,1,Yes,Yes,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.72,1680.96,No
9829-XXXXX,Female,0,Yes,No,47,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,31.98,1503.06,Yes
4756-XXXXX,Male,0,No,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,66.0,4554.0,No
6246-XXXXX,Female,1,Yes,No,49,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,59.89,2934.61,Yes
2143-XXXXX,Female,0,Yes,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,115.2,7603.2,No
7461-XXXXX,Male,0,Yes,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,50.53,1616.96,No
7741-XXXXX,Female,1,Yes,Yes,23,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,61.21,1407.83,Yes
3419-XXXXX,Male,0,Yes,No,13,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,82.65,1074.45,No
7383-XXXXX,Male,1,No,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,40.03,1280.96,No
1134-XXXXX,Male,0,Yes,Yes,24,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,52.13,1251.12,No
6560-XXXXX,Male,0,No,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,45.36,2630.88,No
2888-XXXXX,Female,1,No,No,44,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,91.91,4044.04,No
7392-XXXXX,Male,1,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,107.33,1931.94,No
8141-XXXXX,Female,0,Yes,Yes,57,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,59.62,3398.34,Yes
5813-XXXXX,Female,0,Yes,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,105.21,6417.81,No
9756-XXXXX,Female,0,No,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.34,0.0,No
1133-XXXXX,Male,0,Yes,No,35,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,69.19,2421.65,No
1680-XXXXX,Female,0,Yes,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,61.44,491.52,No
9528-XXXXX,Male,0,No,Yes,40,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,29.83,1193.2,No
1628-XXXXX,Female,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,111.15,2445.3,No
8565-XXXXX,Female,0,Yes,No,71,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card,41.23,2927.33,Yes
4083-XXXXX,Male,1,No,No,17,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer,38.52,654.84,No
5648-XXXXX,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,47.56,665.84,No
2268-XXXXX,Male,0,No,No,65,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,73.6,4784.0,No
3944-XXXXX,Male,0,No,Yes,53,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,62.86,3331.58,Yes
6375-XXXXX,Female,0,No,Yes,44,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,114.32,5030.08,No
3759-XXXXX,Female,0,Yes,No,49,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,56.8,2783.2,No
6129-XXXXX,Male,1,Yes,No,34,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,106.08,3606.72,No
1641-XXXXX,Female,1,Yes,Yes,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,92.95,3996.85,No
4956-XXXXX,Male,1,No,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,68.46,4176.06,No
1622-XXXXX,Male,1,No,Yes,50,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,76.37,3818.5,No
7262-XXXXX,Male,0,No,Yes,19,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,65.75,1249.25,No
8450-XXXXX,Male,1,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,21.15,126.9,No
7253-XXXXX,Female,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,117.21,3633.51,No
8158-XXXXX,Male,0,No,Yes,7,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,65.53,458.71,No
8515-XXXXX,Female,1,No,No,24,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,29.19,700.56,Yes
5954-XXXXX,Female,1,Yes,No,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,35.47,2234.61,No
1649-XXXXX,Female,1,No,No,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,62.14,3044.86,Yes
1997-XXXXX,Female,0,No,Yes,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,72.36,940.68,Yes
2245-XXXXX,Male,0,Yes,No,38,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,68.62,2607.56,No
1867-XXXXX,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,51.8,103.6,No
8734-XXXXX,Male,0,No,Yes,29,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card,99.7,2891.3,No
3002-XXXXX,Female,1,No,Yes,27,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card,64.27,1735.29,No
3560-XXXXX,Male,0,No,No,23,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,97.43,2240.89,No
5072-XXXXX,Male,1,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,77.11,77.11,No
2169-XXXXX,Female,1,Yes,No,37,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,58.4,2160.8,No
5085-XXXXX,Male,0,No,Yes,0,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,83.9,0.0,No
6972-XXXXX,Male,0,No,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,80.18,2004.5,No
1804-XXXXX,Male,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,38.51,2118.05,No
3687-XXXXX,Male,1,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer,81.58,1468.44,No
6382-XXXXX,Male,0,Yes,No,34,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,62.01,2108.34,No
1714-XXXXX,Female,1,Yes,Yes,21,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card,109.34,2296.14,No
2917-XXXXX,Female,1,Yes,Yes,42,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card,28.23,1185.66,No
7690-XXXXX,Male,0,Yes,Yes,35,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,97.56,3414.6,No
1582-XXXXX,Male,1,Yes,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,111.4,1671.0,No
5761-XXXXX,Male,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,107.64,1829.88,No
1664-XXXXX,Male,0,Yes,No,37,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,84.17,3114.29,No
1422-XXXXX,Female,1,No,Yes,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.95,1650.15,Yes
9097-XXXXX,Female,1,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,36.44,36.44,No
1566-XXXXX,Male,0,Yes,Yes,23,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,68.72,1580.56,No
9917-XXXXX,Female,0,Yes,Yes,9,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,97.74,879.66,No
1181-XXXXX,Male,0,No,No,10,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card,65.61,656.1,No
5769-XXXXX,Male,1,Yes,Yes,46,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,38.42,1767.32,No
3164-XXXXX,Female,1,Yes,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,49.0,1225.0,No
2995-XXXXX,Male,0,No,Yes,55,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,110.15,6058.25,No
6504-XXXXX,Female,0,Yes,No,66,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer,80.13,5288.58,No
6744-XXXXX,Female,1,Yes,Yes,1,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,27.65,27.65,No
8363-XXXXX,Female,1,No,No,26,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,67.61,1757.86,Yes
1510-XXXXX,Female,1,No,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.18,133.08,Yes
9347-XXXXX,Female,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,43.29,865.8,Yes
3149-XXXXX,Female,1,Yes,No,46,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer,69.56,3199.76,No
8915-XXXXX,Female,0,No,Yes,27,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,105.01,2835.27,No
6563-XXXXX,Male,0,Yes,Yes,16,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,81.46,1303.36,No
8681-XXXXX,Female,1,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,76.12,3653.76,No
2790-XXXXX,Female,1,No,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,106.7,2134.0,No
2167-XXXXX,Female,1,No,No,7,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,39.68,277.76,No
5518-XXXXX,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,79.39,1190.85,No
3508-XXXXX,Female,1,No,No,61,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,104.04,6346.44,No
4467-XXXXX,Female,1,Yes,Yes,64,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,74.56,4771.84,Yes
1501-XXXXX,Female,0,No,No,62,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card,81.25,5037.5,Yes
9861-XXXXX,Female,0,No,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,53.5,3263.5,No
1519-XXXXX,Male,1,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,52.12,2293.28,No
4794-XXXXX,Female,0,No,Yes,43,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card,68.45,2943.35,No
1692-XXXXX,Male,0,Yes,No,36,Yes,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer,48.34,1740.24,No
3192-XXXXX,Male,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,42.21,126.63,No
5477-XXXXX,Female,0,No,Yes,69,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card,51.07,3523.83,No
7026-XXXXX,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,112.41,2473.02,Yes
2659-XXXXX,Female,0,Yes,No,69,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,66.4,4581.6,No
8968-XXXXX,Female,0,No,No,47,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,30.74,1444.78,No
5259-XXXXX,Female,0,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.63,973.42,No
2061-XXXXX,Female,0,Yes,No,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,35.71,2285.44,No
4821-XXXXX,Male,0,No,No,14,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,115.39,1615.46,No
1141-XXXXX,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card,62.44,1935.64,No
9698-XXXXX,Female,1,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.88,1397.76,No
1740-XXXXX,Female,1,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,42.64,2473.12,No
1294-XXXXX,Female,0,No,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,89.94,2068.62,Yes
6990-XXXXX,Female,1,No,No,50,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer,71.88,3594.0,No
2373-XXXXX,Female,1,Yes,No,40,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,72.72,2908.8,No
4427-XXXXX,Female,0,No,Yes,68,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,59.93,4075.24,Yes
6329-XXXXX,Male,0,Yes,Yes,36,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card,42.13,1516.68,No
8970-XXXXX,Male,0,Yes,No,48,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,67.65,3247.2,No
5158-XXXXX,Male,1,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,20.86,876.12,Yes
7529-XXXXX,Female,0,Yes,Yes,72,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.84,4380.48,Yes
7064-XXXXX,Male,0,No,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,91.89,3308.04,Yes
8458-XXXXX,Female,0,Yes,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,113.54,681.24,No
4171-XXXXX,Male,1,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,25.12,150.72,No
6379-XXXXX,Male,0,Yes,No,20,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,108.38,2167.6,No
8738-XXXXX,Female,1,Yes,Yes,60,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer,78.24,4694.4,No
6627-XXXXX,Male,0,No,No,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,102.05,5306.6,No
8952-XXXXX,Female,0,No,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,94.58,5485.64,No
2994-XXXXX,Female,1,No,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,28.43,1933.24,Yes
1966-XXXXX,Female,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,35.08,245.56,No
8529-XXXXX,Female,0,No,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,21.82,1527.4,No
9882-XXXXX,Male,0,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,63.95,1534.8,No
5569-XXXXX,Female,1,No,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,68.78,343.9,No
4123-XXXXX,Female,0,No,No,56,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,44.03,2465.68,Yes
6850-XXXXX,Male,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,63.6,63.6,No
7558-XXXXX,Female,1,Yes,No,24,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,101.11,2426.64,No
9704-XXXXX,Male,1,No,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,114.99,3564.69,No
1048-XXXXX,Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,56.74,226.96,No
7797-XXXXX,Female,1,No,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,116.25,2906.25,No
1573-XXXXX,Male,0,No,Yes,9,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer,112.08,1008.72,No
1420-XXXXX,Male,0,No,No,47,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,25.39,1193.33,No
1007-XXXXX,Male,0,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,117.64,1176.4,No
3853-XXXXX,Male,0,Yes,Yes,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,92.73,3709.2,No
7889-XXXXX,Female,1,No,No,50,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer,102.2,5110.0,No
2085-XXXXX,Male,1,No,No,46,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,65.82,3027.72,No
7919-XXXXX,Female,1,No,Yes,59,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,57.44,3388.96,No
6472-XXXXX,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card,62.84,4084.6,No
8701-XXXXX,Male,0,Yes,No,65,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card,48.59,3158.35,No
2243-XXXXX,Female,0,No,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,25.23,0.0,No
